recall,precision,f1,roc_auc,specificity,accuracy,model
0.7272727272727273,0.6808510638297872,0.7032967032967034,0.735479797979798,0.5833333333333334,0.6625,logreg
0.7272727272727273,0.6530612244897959,0.6881720430107527,0.7367424242424243,0.5277777777777778,0.6375,svm
0.6818181818181818,0.6,0.6382978723404256,0.5631313131313131,0.4444444444444444,0.575,dt
0.7727272727272727,0.7083333333333334,0.7391304347826086,0.7746212121212122,0.6111111111111112,0.7,rf
0.7727272727272727,0.7083333333333334,0.7391304347826086,0.7651515151515151,0.6111111111111112,0.7,rf_tuned
